ID,Time,Card,Loss/Profit,Total
1,2021-12-24 10:12:59,Player,,0
2,2021-12-24 10:13:02,Player,,0
3,2021-12-24 10:13:07,Player,,0
4,2021-12-24 10:13:27,Banker,,0
5,2021-12-24 10:13:33,Banker,,0
6,2021-12-24 10:13:35,Banker,,0
7,2021-12-24 10:13:37,Banker,,0
