ID,Time,Card,Loss/Profit,Total
1,2021-12-24 10:06:58,Player,,0
2,2021-12-24 10:06:58,Player,,0
3,2021-12-24 10:07:00,Player,,0
4,2021-12-24 10:07:33,Banker,,0
5,2021-12-24 10:07:34,Banker,,0
6,2021-12-24 10:07:35,Banker,,0
7,2021-12-24 10:07:37,Banker,,0
